cell;cluster;region;country;global
19681;KAZ.19681;REF.151;REF;KAZ;GLO
19682;KAZ.19682;REF.151;REF;KAZ;GLO
19683;KAZ.19683;REF.151;REF;KAZ;GLO
19684;KAZ.19684;REF.151;REF;KAZ;GLO
19685;RUS.19685;REF.151;REF;RUS;GLO
19686;RUS.19686;REF.151;REF;RUS;GLO
19687;RUS.19687;REF.142;REF;RUS;GLO
19688;RUS.19688;REF.143;REF;RUS;GLO
19689;RUS.19689;REF.143;REF;RUS;GLO
19690;RUS.19690;REF.143;REF;RUS;GLO
19691;RUS.19691;REF.143;REF;RUS;GLO
19692;RUS.19692;REF.143;REF;RUS;GLO
19693;RUS.19693;REF.143;REF;RUS;GLO
19694;RUS.19694;REF.143;REF;RUS;GLO
19695;RUS.19695;REF.143;REF;RUS;GLO
19696;RUS.19696;REF.143;REF;RUS;GLO
19697;RUS.19697;REF.143;REF;RUS;GLO
19698;RUS.19698;REF.143;REF;RUS;GLO
19699;RUS.19699;REF.143;REF;RUS;GLO
19700;RUS.19700;REF.143;REF;RUS;GLO
19701;RUS.19701;REF.143;REF;RUS;GLO
19702;RUS.19702;REF.148;REF;RUS;GLO
19703;RUS.19703;REF.148;REF;RUS;GLO
19704;RUS.19704;REF.148;REF;RUS;GLO
19705;RUS.19705;REF.148;REF;RUS;GLO
19706;RUS.19706;REF.148;REF;RUS;GLO
19707;RUS.19707;REF.148;REF;RUS;GLO
19708;RUS.19708;REF.148;REF;RUS;GLO
19709;RUS.19709;REF.146;REF;RUS;GLO
19710;RUS.19710;REF.148;REF;RUS;GLO
19711;RUS.19711;REF.148;REF;RUS;GLO
19712;RUS.19712;REF.148;REF;RUS;GLO
19713;RUS.19713;REF.148;REF;RUS;GLO
19714;RUS.19714;REF.148;REF;RUS;GLO
19715;RUS.19715;REF.148;REF;RUS;GLO
19716;RUS.19716;REF.146;REF;RUS;GLO
19717;RUS.19717;REF.148;REF;RUS;GLO
19718;RUS.19718;REF.146;REF;RUS;GLO
19719;RUS.19719;REF.146;REF;RUS;GLO
19720;RUS.19720;REF.146;REF;RUS;GLO
19721;RUS.19721;REF.144;REF;RUS;GLO
19722;RUS.19722;REF.144;REF;RUS;GLO
19723;RUS.19723;REF.145;REF;RUS;GLO
19724;TKM.19724;REF.148;REF;TKM;GLO
19725;TKM.19725;REF.151;REF;TKM;GLO
19726;TKM.19726;REF.147;REF;TKM;GLO
19727;TKM.19727;REF.149;REF;TKM;GLO
19728;TKM.19728;REF.149;REF;TKM;GLO
19729;TKM.19729;REF.147;REF;TKM;GLO
19730;TKM.19730;REF.147;REF;TKM;GLO
19731;TKM.19731;REF.147;REF;TKM;GLO
19732;TKM.19732;REF.147;REF;TKM;GLO
19733;TKM.19733;REF.147;REF;TKM;GLO
19734;UZB.19734;REF.151;REF;UZB;GLO
19735;UZB.19735;REF.147;REF;UZB;GLO
19736;UZB.19736;REF.147;REF;UZB;GLO
19737;UZB.19737;REF.147;REF;UZB;GLO
19738;UZB.19738;REF.147;REF;UZB;GLO
19739;UZB.19739;REF.147;REF;UZB;GLO
19740;KAZ.19740;REF.147;REF;KAZ;GLO
19741;KAZ.19741;REF.147;REF;KAZ;GLO
19742;KAZ.19742;REF.147;REF;KAZ;GLO
19743;KAZ.19743;REF.147;REF;KAZ;GLO
19744;KAZ.19744;REF.151;REF;KAZ;GLO
19745;KAZ.19745;REF.151;REF;KAZ;GLO
19746;KAZ.19746;REF.151;REF;KAZ;GLO
19747;KAZ.19747;REF.151;REF;KAZ;GLO
19748;KAZ.19748;REF.151;REF;KAZ;GLO
19749;KAZ.19749;REF.151;REF;KAZ;GLO
19750;KAZ.19750;REF.151;REF;KAZ;GLO
19751;RUS.19751;REF.151;REF;RUS;GLO
19752;RUS.19752;REF.151;REF;RUS;GLO
19753;RUS.19753;REF.142;REF;RUS;GLO
19754;RUS.19754;REF.142;REF;RUS;GLO
19755;RUS.19755;REF.143;REF;RUS;GLO
19756;RUS.19756;REF.143;REF;RUS;GLO
19757;RUS.19757;REF.143;REF;RUS;GLO
19758;RUS.19758;REF.143;REF;RUS;GLO
19759;RUS.19759;REF.143;REF;RUS;GLO
19760;RUS.19760;REF.143;REF;RUS;GLO
19761;RUS.19761;REF.143;REF;RUS;GLO
19762;RUS.19762;REF.143;REF;RUS;GLO
19763;RUS.19763;REF.143;REF;RUS;GLO
19764;RUS.19764;REF.143;REF;RUS;GLO
19765;RUS.19765;REF.143;REF;RUS;GLO
19766;RUS.19766;REF.143;REF;RUS;GLO
19767;RUS.19767;REF.148;REF;RUS;GLO
19768;RUS.19768;REF.148;REF;RUS;GLO
19769;RUS.19769;REF.148;REF;RUS;GLO
19770;RUS.19770;REF.148;REF;RUS;GLO
19771;RUS.19771;REF.148;REF;RUS;GLO
19772;RUS.19772;REF.148;REF;RUS;GLO
19773;RUS.19773;REF.148;REF;RUS;GLO
19774;RUS.19774;REF.146;REF;RUS;GLO
19775;RUS.19775;REF.146;REF;RUS;GLO
19776;RUS.19776;REF.148;REF;RUS;GLO
19777;RUS.19777;REF.148;REF;RUS;GLO
19778;RUS.19778;REF.148;REF;RUS;GLO
19779;RUS.19779;REF.148;REF;RUS;GLO
19780;RUS.19780;REF.148;REF;RUS;GLO
19781;RUS.19781;REF.148;REF;RUS;GLO
19782;RUS.19782;REF.146;REF;RUS;GLO
19783;RUS.19783;REF.148;REF;RUS;GLO
19784;RUS.19784;REF.146;REF;RUS;GLO
19785;RUS.19785;REF.146;REF;RUS;GLO
19786;RUS.19786;REF.146;REF;RUS;GLO
19787;RUS.19787;REF.144;REF;RUS;GLO
19788;RUS.19788;REF.144;REF;RUS;GLO
19789;TKM.19789;REF.148;REF;TKM;GLO
19790;TKM.19790;REF.147;REF;TKM;GLO
19791;TKM.19791;REF.147;REF;TKM;GLO
19792;TKM.19792;REF.149;REF;TKM;GLO
19793;TKM.19793;REF.149;REF;TKM;GLO
19794;TKM.19794;REF.147;REF;TKM;GLO
19795;TKM.19795;REF.147;REF;TKM;GLO
19796;TKM.19796;REF.147;REF;TKM;GLO
19797;TKM.19797;REF.147;REF;TKM;GLO
19798;TKM.19798;REF.147;REF;TKM;GLO
19799;UZB.19799;REF.147;REF;UZB;GLO
19800;UZB.19800;REF.147;REF;UZB;GLO
19801;UZB.19801;REF.147;REF;UZB;GLO
19802;KAZ.19802;REF.147;REF;KAZ;GLO
19803;KAZ.19803;REF.147;REF;KAZ;GLO
19804;KAZ.19804;REF.147;REF;KAZ;GLO
19805;KAZ.19805;REF.147;REF;KAZ;GLO
19806;KAZ.19806;REF.147;REF;KAZ;GLO
19807;KAZ.19807;REF.151;REF;KAZ;GLO
19808;KAZ.19808;REF.151;REF;KAZ;GLO
19809;KAZ.19809;REF.151;REF;KAZ;GLO
19810;KAZ.19810;REF.151;REF;KAZ;GLO
19811;KAZ.19811;REF.151;REF;KAZ;GLO
19812;KAZ.19812;REF.151;REF;KAZ;GLO
19813;RUS.19813;REF.151;REF;RUS;GLO
19814;RUS.19814;REF.151;REF;RUS;GLO
19815;RUS.19815;REF.151;REF;RUS;GLO
19816;RUS.19816;REF.142;REF;RUS;GLO
19817;RUS.19817;REF.142;REF;RUS;GLO
19818;RUS.19818;REF.143;REF;RUS;GLO
19819;RUS.19819;REF.143;REF;RUS;GLO
19820;RUS.19820;REF.143;REF;RUS;GLO
19821;RUS.19821;REF.143;REF;RUS;GLO
19822;RUS.19822;REF.143;REF;RUS;GLO
19823;RUS.19823;REF.143;REF;RUS;GLO
19824;RUS.19824;REF.143;REF;RUS;GLO
19825;RUS.19825;REF.143;REF;RUS;GLO
19826;RUS.19826;REF.143;REF;RUS;GLO
19827;RUS.19827;REF.143;REF;RUS;GLO
19828;RUS.19828;REF.148;REF;RUS;GLO
19829;RUS.19829;REF.148;REF;RUS;GLO
19830;RUS.19830;REF.148;REF;RUS;GLO
19831;RUS.19831;REF.148;REF;RUS;GLO
19832;RUS.19832;REF.148;REF;RUS;GLO
19833;RUS.19833;REF.148;REF;RUS;GLO
19834;RUS.19834;REF.148;REF;RUS;GLO
19835;RUS.19835;REF.148;REF;RUS;GLO
19836;RUS.19836;REF.146;REF;RUS;GLO
19837;RUS.19837;REF.146;REF;RUS;GLO
19838;RUS.19838;REF.148;REF;RUS;GLO
19839;RUS.19839;REF.148;REF;RUS;GLO
19840;RUS.19840;REF.146;REF;RUS;GLO
19841;RUS.19841;REF.148;REF;RUS;GLO
19842;RUS.19842;REF.148;REF;RUS;GLO
19843;RUS.19843;REF.148;REF;RUS;GLO
19844;RUS.19844;REF.148;REF;RUS;GLO
19845;RUS.19845;REF.148;REF;RUS;GLO
19846;RUS.19846;REF.146;REF;RUS;GLO
19847;RUS.19847;REF.146;REF;RUS;GLO
19848;RUS.19848;REF.146;REF;RUS;GLO
19849;RUS.19849;REF.144;REF;RUS;GLO
19850;RUS.19850;REF.144;REF;RUS;GLO
19851;TKM.19851;REF.148;REF;TKM;GLO
19852;TKM.19852;REF.147;REF;TKM;GLO
19853;TKM.19853;REF.149;REF;TKM;GLO
19854;TKM.19854;REF.149;REF;TKM;GLO
19855;TKM.19855;REF.147;REF;TKM;GLO
19856;TKM.19856;REF.147;REF;TKM;GLO
19857;TKM.19857;REF.147;REF;TKM;GLO
19858;TKM.19858;REF.149;REF;TKM;GLO
19859;TKM.19859;REF.149;REF;TKM;GLO
19860;TKM.19860;REF.147;REF;TKM;GLO
19861;UZB.19861;REF.147;REF;UZB;GLO
19862;UZB.19862;REF.147;REF;UZB;GLO
19863;UZB.19863;REF.147;REF;UZB;GLO
19864;KAZ.19864;REF.147;REF;KAZ;GLO
19865;KAZ.19865;REF.147;REF;KAZ;GLO
19866;KAZ.19866;REF.147;REF;KAZ;GLO
19867;KAZ.19867;REF.147;REF;KAZ;GLO
19868;KAZ.19868;REF.151;REF;KAZ;GLO
19869;KAZ.19869;REF.151;REF;KAZ;GLO
19870;KAZ.19870;REF.151;REF;KAZ;GLO
19871;KAZ.19871;REF.151;REF;KAZ;GLO
19872;KAZ.19872;REF.151;REF;KAZ;GLO
19873;RUS.19873;REF.151;REF;RUS;GLO
19874;RUS.19874;REF.151;REF;RUS;GLO
19875;RUS.19875;REF.151;REF;RUS;GLO
19876;RUS.19876;REF.151;REF;RUS;GLO
19877;RUS.19877;REF.142;REF;RUS;GLO
19878;RUS.19878;REF.142;REF;RUS;GLO
19879;RUS.19879;REF.142;REF;RUS;GLO
19880;RUS.19880;REF.143;REF;RUS;GLO
19881;RUS.19881;REF.143;REF;RUS;GLO
19882;RUS.19882;REF.143;REF;RUS;GLO
19883;RUS.19883;REF.143;REF;RUS;GLO
19884;RUS.19884;REF.143;REF;RUS;GLO
19885;RUS.19885;REF.143;REF;RUS;GLO
19886;RUS.19886;REF.143;REF;RUS;GLO
19887;RUS.19887;REF.143;REF;RUS;GLO
19888;RUS.19888;REF.143;REF;RUS;GLO
19889;RUS.19889;REF.148;REF;RUS;GLO
19890;RUS.19890;REF.148;REF;RUS;GLO
19891;RUS.19891;REF.148;REF;RUS;GLO
19892;RUS.19892;REF.148;REF;RUS;GLO
19893;RUS.19893;REF.148;REF;RUS;GLO
19894;RUS.19894;REF.148;REF;RUS;GLO
19895;RUS.19895;REF.148;REF;RUS;GLO
19896;RUS.19896;REF.148;REF;RUS;GLO
19897;RUS.19897;REF.146;REF;RUS;GLO
19898;RUS.19898;REF.146;REF;RUS;GLO
19899;RUS.19899;REF.148;REF;RUS;GLO
19900;RUS.19900;REF.148;REF;RUS;GLO
19901;RUS.19901;REF.146;REF;RUS;GLO
19902;RUS.19902;REF.148;REF;RUS;GLO
19903;RUS.19903;REF.148;REF;RUS;GLO
19904;RUS.19904;REF.148;REF;RUS;GLO
19905;RUS.19905;REF.148;REF;RUS;GLO
19906;RUS.19906;REF.148;REF;RUS;GLO
19907;RUS.19907;REF.146;REF;RUS;GLO
19908;RUS.19908;REF.146;REF;RUS;GLO
19909;RUS.19909;REF.146;REF;RUS;GLO
19910;RUS.19910;REF.144;REF;RUS;GLO
19911;RUS.19911;REF.144;REF;RUS;GLO
19912;TKM.19912;REF.148;REF;TKM;GLO
19913;TKM.19913;REF.148;REF;TKM;GLO
19914;TKM.19914;REF.147;REF;TKM;GLO
19915;TKM.19915;REF.149;REF;TKM;GLO
19916;TKM.19916;REF.149;REF;TKM;GLO
19917;TKM.19917;REF.147;REF;TKM;GLO
19918;TKM.19918;REF.147;REF;TKM;GLO
19919;TKM.19919;REF.149;REF;TKM;GLO
19920;TKM.19920;REF.149;REF;TKM;GLO
19921;TKM.19921;REF.149;REF;TKM;GLO
19922;TKM.19922;REF.149;REF;TKM;GLO
19923;UZB.19923;REF.147;REF;UZB;GLO
19924;UZB.19924;REF.147;REF;UZB;GLO
19925;KAZ.19925;REF.147;REF;KAZ;GLO
19926;KAZ.19926;REF.147;REF;KAZ;GLO
19927;KAZ.19927;REF.147;REF;KAZ;GLO
19928;KAZ.19928;REF.147;REF;KAZ;GLO
19929;KAZ.19929;REF.151;REF;KAZ;GLO
19930;KAZ.19930;REF.151;REF;KAZ;GLO
19931;KAZ.19931;REF.151;REF;KAZ;GLO
19932;KAZ.19932;REF.151;REF;KAZ;GLO
19933;KAZ.19933;REF.151;REF;KAZ;GLO
19934;RUS.19934;REF.151;REF;RUS;GLO
19935;RUS.19935;REF.151;REF;RUS;GLO
19936;RUS.19936;REF.151;REF;RUS;GLO
19937;RUS.19937;REF.151;REF;RUS;GLO
19938;RUS.19938;REF.142;REF;RUS;GLO
19939;RUS.19939;REF.142;REF;RUS;GLO
19940;RUS.19940;REF.142;REF;RUS;GLO
19941;RUS.19941;REF.142;REF;RUS;GLO
19942;RUS.19942;REF.143;REF;RUS;GLO
19943;RUS.19943;REF.143;REF;RUS;GLO
19944;RUS.19944;REF.143;REF;RUS;GLO
19945;RUS.19945;REF.143;REF;RUS;GLO
19946;RUS.19946;REF.143;REF;RUS;GLO
19947;RUS.19947;REF.143;REF;RUS;GLO
19948;RUS.19948;REF.143;REF;RUS;GLO
19949;RUS.19949;REF.143;REF;RUS;GLO
19950;RUS.19950;REF.143;REF;RUS;GLO
19951;RUS.19951;REF.143;REF;RUS;GLO
19952;RUS.19952;REF.148;REF;RUS;GLO
19953;RUS.19953;REF.148;REF;RUS;GLO
19954;RUS.19954;REF.148;REF;RUS;GLO
19955;RUS.19955;REF.146;REF;RUS;GLO
19956;RUS.19956;REF.146;REF;RUS;GLO
19957;RUS.19957;REF.146;REF;RUS;GLO
19958;RUS.19958;REF.150;REF;RUS;GLO
19959;RUS.19959;REF.146;REF;RUS;GLO
19960;RUS.19960;REF.148;REF;RUS;GLO
19961;RUS.19961;REF.148;REF;RUS;GLO
19962;RUS.19962;REF.144;REF;RUS;GLO
19963;RUS.19963;REF.144;REF;RUS;GLO
19964;RUS.19964;REF.148;REF;RUS;GLO
19965;RUS.19965;REF.148;REF;RUS;GLO
19966;RUS.19966;REF.148;REF;RUS;GLO
19967;RUS.19967;REF.148;REF;RUS;GLO
19968;RUS.19968;REF.148;REF;RUS;GLO
19969;RUS.19969;REF.146;REF;RUS;GLO
19970;RUS.19970;REF.146;REF;RUS;GLO
19971;RUS.19971;REF.146;REF;RUS;GLO
19972;TKM.19972;REF.148;REF;TKM;GLO
19973;TKM.19973;REF.148;REF;TKM;GLO
19974;TKM.19974;REF.148;REF;TKM;GLO
19975;TKM.19975;REF.149;REF;TKM;GLO
19976;TKM.19976;REF.149;REF;TKM;GLO
19977;TKM.19977;REF.147;REF;TKM;GLO
19978;TKM.19978;REF.147;REF;TKM;GLO
19979;TKM.19979;REF.149;REF;TKM;GLO
19980;TKM.19980;REF.149;REF;TKM;GLO
19981;UZB.19981;REF.147;REF;UZB;GLO
19982;UZB.19982;REF.149;REF;UZB;GLO
19983;UZB.19983;REF.149;REF;UZB;GLO
19984;UZB.19984;REF.147;REF;UZB;GLO
19985;KAZ.19985;REF.147;REF;KAZ;GLO
19986;KAZ.19986;REF.147;REF;KAZ;GLO
19987;KAZ.19987;REF.147;REF;KAZ;GLO
19988;KAZ.19988;REF.147;REF;KAZ;GLO
19989;KAZ.19989;REF.151;REF;KAZ;GLO
19990;KAZ.19990;REF.151;REF;KAZ;GLO
19991;KAZ.19991;REF.151;REF;KAZ;GLO
19992;KAZ.19992;REF.151;REF;KAZ;GLO
19993;KAZ.19993;REF.151;REF;KAZ;GLO
19994;RUS.19994;REF.151;REF;RUS;GLO
19995;RUS.19995;REF.151;REF;RUS;GLO
19996;RUS.19996;REF.151;REF;RUS;GLO
19997;RUS.19997;REF.142;REF;RUS;GLO
19998;RUS.19998;REF.142;REF;RUS;GLO
19999;RUS.19999;REF.142;REF;RUS;GLO
20000;RUS.20000;REF.142;REF;RUS;GLO
20001;RUS.20001;REF.142;REF;RUS;GLO
20002;RUS.20002;REF.143;REF;RUS;GLO
20003;RUS.20003;REF.143;REF;RUS;GLO
20004;RUS.20004;REF.143;REF;RUS;GLO
20005;RUS.20005;REF.143;REF;RUS;GLO
20006;RUS.20006;REF.143;REF;RUS;GLO
20007;RUS.20007;REF.143;REF;RUS;GLO
20008;RUS.20008;REF.143;REF;RUS;GLO
20009;RUS.20009;REF.143;REF;RUS;GLO
20010;RUS.20010;REF.143;REF;RUS;GLO
20011;RUS.20011;REF.143;REF;RUS;GLO
20012;RUS.20012;REF.148;REF;RUS;GLO
20013;RUS.20013;REF.148;REF;RUS;GLO
20014;RUS.20014;REF.148;REF;RUS;GLO
20015;RUS.20015;REF.146;REF;RUS;GLO
20016;RUS.20016;REF.146;REF;RUS;GLO
20017;RUS.20017;REF.146;REF;RUS;GLO
20018;RUS.20018;REF.146;REF;RUS;GLO
20019;RUS.20019;REF.148;REF;RUS;GLO
20020;RUS.20020;REF.148;REF;RUS;GLO
20021;RUS.20021;REF.146;REF;RUS;GLO
20022;RUS.20022;REF.144;REF;RUS;GLO
20023;RUS.20023;REF.148;REF;RUS;GLO
20024;RUS.20024;REF.148;REF;RUS;GLO
20025;RUS.20025;REF.148;REF;RUS;GLO
20026;RUS.20026;REF.148;REF;RUS;GLO
20027;RUS.20027;REF.148;REF;RUS;GLO
20028;RUS.20028;REF.146;REF;RUS;GLO
20029;RUS.20029;REF.146;REF;RUS;GLO
20030;TKM.20030;REF.151;REF;TKM;GLO
20031;TKM.20031;REF.148;REF;TKM;GLO
20032;TKM.20032;REF.148;REF;TKM;GLO
20033;TKM.20033;REF.147;REF;TKM;GLO
20034;TKM.20034;REF.147;REF;TKM;GLO
20035;TKM.20035;REF.147;REF;TKM;GLO
20036;TKM.20036;REF.147;REF;TKM;GLO
20037;TKM.20037;REF.147;REF;TKM;GLO
20038;TKM.20038;REF.149;REF;TKM;GLO
20039;UZB.20039;REF.149;REF;UZB;GLO
20040;UZB.20040;REF.147;REF;UZB;GLO
20041;UZB.20041;REF.149;REF;UZB;GLO
20042;UZB.20042;REF.149;REF;UZB;GLO
20043;UZB.20043;REF.147;REF;UZB;GLO
20044;UZB.20044;REF.149;REF;UZB;GLO
20045;KAZ.20045;REF.147;REF;KAZ;GLO
20046;KAZ.20046;REF.147;REF;KAZ;GLO
20047;KAZ.20047;REF.147;REF;KAZ;GLO
20048;KAZ.20048;REF.147;REF;KAZ;GLO
20049;KAZ.20049;REF.147;REF;KAZ;GLO
20050;KAZ.20050;REF.151;REF;KAZ;GLO
20051;KAZ.20051;REF.151;REF;KAZ;GLO
20052;KAZ.20052;REF.151;REF;KAZ;GLO
20053;RUS.20053;REF.151;REF;RUS;GLO
20054;RUS.20054;REF.151;REF;RUS;GLO
20055;KAZ.20055;REF.151;REF;KAZ;GLO
20056;RUS.20056;REF.151;REF;RUS;GLO
20057;RUS.20057;REF.151;REF;RUS;GLO
20058;RUS.20058;REF.142;REF;RUS;GLO
20059;RUS.20059;REF.142;REF;RUS;GLO
20060;RUS.20060;REF.142;REF;RUS;GLO
20061;RUS.20061;REF.142;REF;RUS;GLO
20062;RUS.20062;REF.142;REF;RUS;GLO
20063;RUS.20063;REF.142;REF;RUS;GLO
20064;RUS.20064;REF.143;REF;RUS;GLO
20065;RUS.20065;REF.143;REF;RUS;GLO
20066;RUS.20066;REF.143;REF;RUS;GLO
20067;RUS.20067;REF.143;REF;RUS;GLO
20068;RUS.20068;REF.143;REF;RUS;GLO
20069;RUS.20069;REF.143;REF;RUS;GLO
20070;RUS.20070;REF.143;REF;RUS;GLO
20071;RUS.20071;REF.143;REF;RUS;GLO
20072;RUS.20072;REF.148;REF;RUS;GLO
20073;RUS.20073;REF.148;REF;RUS;GLO
20074;RUS.20074;REF.148;REF;RUS;GLO
20075;RUS.20075;REF.146;REF;RUS;GLO
20076;RUS.20076;REF.146;REF;RUS;GLO
20077;RUS.20077;REF.146;REF;RUS;GLO
20078;RUS.20078;REF.146;REF;RUS;GLO
20079;RUS.20079;REF.148;REF;RUS;GLO
20080;RUS.20080;REF.148;REF;RUS;GLO
20081;RUS.20081;REF.148;REF;RUS;GLO
20082;RUS.20082;REF.148;REF;RUS;GLO
20083;RUS.20083;REF.148;REF;RUS;GLO
20084;RUS.20084;REF.148;REF;RUS;GLO
20085;RUS.20085;REF.148;REF;RUS;GLO
20086;RUS.20086;REF.148;REF;RUS;GLO
20087;RUS.20087;REF.148;REF;RUS;GLO
20088;RUS.20088;REF.146;REF;RUS;GLO
20089;RUS.20089;REF.146;REF;RUS;GLO
20090;RUS.20090;REF.146;REF;RUS;GLO
20091;RUS.20091;REF.146;REF;RUS;GLO
20092;IRN.20092;MEA.113;MEA;IRN;GLO
20093;TKM.20093;REF.148;REF;TKM;GLO
20094;TKM.20094;REF.148;REF;TKM;GLO
20095;TKM.20095;REF.148;REF;TKM;GLO
20096;TKM.20096;REF.148;REF;TKM;GLO
20097;TKM.20097;REF.147;REF;TKM;GLO
20098;TKM.20098;REF.147;REF;TKM;GLO
20099;TKM.20099;REF.149;REF;TKM;GLO
20100;TKM.20100;REF.149;REF;TKM;GLO
20101;TKM.20101;REF.149;REF;TKM;GLO
20102;TKM.20102;REF.149;REF;TKM;GLO
20103;UZB.20103;REF.149;REF;UZB;GLO
20104;UZB.20104;REF.149;REF;UZB;GLO
20105;UZB.20105;REF.149;REF;UZB;GLO
20106;UZB.20106;REF.147;REF;UZB;GLO
20107;UZB.20107;REF.147;REF;UZB;GLO
20108;UZB.20108;REF.149;REF;UZB;GLO
20109;KAZ.20109;REF.149;REF;KAZ;GLO
20110;KAZ.20110;REF.147;REF;KAZ;GLO
20111;KAZ.20111;REF.147;REF;KAZ;GLO
20112;KAZ.20112;REF.147;REF;KAZ;GLO
20113;KAZ.20113;REF.147;REF;KAZ;GLO
20114;KAZ.20114;REF.147;REF;KAZ;GLO
20115;KAZ.20115;REF.147;REF;KAZ;GLO
20116;KAZ.20116;REF.147;REF;KAZ;GLO
20117;KAZ.20117;REF.151;REF;KAZ;GLO
20118;KAZ.20118;REF.151;REF;KAZ;GLO
20119;KAZ.20119;REF.151;REF;KAZ;GLO
20120;KAZ.20120;REF.151;REF;KAZ;GLO
20121;RUS.20121;REF.151;REF;RUS;GLO
20122;KAZ.20122;REF.151;REF;KAZ;GLO
20123;KAZ.20123;REF.151;REF;KAZ;GLO
20124;KAZ.20124;REF.151;REF;KAZ;GLO
20125;RUS.20125;REF.151;REF;RUS;GLO
20126;KAZ.20126;REF.142;REF;KAZ;GLO
20127;RUS.20127;REF.142;REF;RUS;GLO
20128;RUS.20128;REF.142;REF;RUS;GLO
20129;RUS.20129;REF.142;REF;RUS;GLO
20130;RUS.20130;REF.142;REF;RUS;GLO
20131;RUS.20131;REF.142;REF;RUS;GLO
20132;RUS.20132;REF.143;REF;RUS;GLO
20133;RUS.20133;REF.143;REF;RUS;GLO
20134;RUS.20134;REF.143;REF;RUS;GLO
20135;RUS.20135;REF.143;REF;RUS;GLO
20136;RUS.20136;REF.143;REF;RUS;GLO
20137;RUS.20137;REF.143;REF;RUS;GLO
20138;RUS.20138;REF.143;REF;RUS;GLO
20139;RUS.20139;REF.143;REF;RUS;GLO
20140;RUS.20140;REF.148;REF;RUS;GLO
20141;RUS.20141;REF.148;REF;RUS;GLO
20142;RUS.20142;REF.148;REF;RUS;GLO
20143;RUS.20143;REF.146;REF;RUS;GLO
20144;RUS.20144;REF.146;REF;RUS;GLO
20145;RUS.20145;REF.146;REF;RUS;GLO
20146;RUS.20146;REF.146;REF;RUS;GLO
20147;RUS.20147;REF.148;REF;RUS;GLO
20148;RUS.20148;REF.148;REF;RUS;GLO
20149;RUS.20149;REF.144;REF;RUS;GLO
20150;RUS.20150;REF.148;REF;RUS;GLO
20151;RUS.20151;REF.148;REF;RUS;GLO
20152;RUS.20152;REF.148;REF;RUS;GLO
20153;RUS.20153;REF.148;REF;RUS;GLO
20154;RUS.20154;REF.148;REF;RUS;GLO
20155;RUS.20155;REF.146;REF;RUS;GLO
20156;RUS.20156;REF.146;REF;RUS;GLO
20157;RUS.20157;REF.146;REF;RUS;GLO
20158;RUS.20158;REF.146;REF;RUS;GLO
20159;TKM.20159;REF.148;REF;TKM;GLO
20160;TKM.20160;REF.148;REF;TKM;GLO
20161;TKM.20161;REF.148;REF;TKM;GLO
20162;TKM.20162;REF.148;REF;TKM;GLO
20163;TKM.20163;REF.148;REF;TKM;GLO
20164;TKM.20164;REF.148;REF;TKM;GLO
20165;TKM.20165;REF.147;REF;TKM;GLO
20166;TKM.20166;REF.149;REF;TKM;GLO
20167;TKM.20167;REF.149;REF;TKM;GLO
20168;TKM.20168;REF.149;REF;TKM;GLO
20169;TKM.20169;REF.149;REF;TKM;GLO
20170;UZB.20170;REF.149;REF;UZB;GLO
20171;UZB.20171;REF.149;REF;UZB;GLO
20172;UZB.20172;REF.149;REF;UZB;GLO
20173;UZB.20173;REF.147;REF;UZB;GLO
20174;UZB.20174;REF.149;REF;UZB;GLO
20175;KAZ.20175;REF.147;REF;KAZ;GLO
20176;KAZ.20176;REF.149;REF;KAZ;GLO
20177;KAZ.20177;REF.147;REF;KAZ;GLO
20178;KAZ.20178;REF.147;REF;KAZ;GLO
20179;KAZ.20179;REF.147;REF;KAZ;GLO
20180;KAZ.20180;REF.147;REF;KAZ;GLO
20181;KAZ.20181;REF.147;REF;KAZ;GLO
20182;KAZ.20182;REF.147;REF;KAZ;GLO
20183;KAZ.20183;REF.147;REF;KAZ;GLO
20184;KAZ.20184;REF.147;REF;KAZ;GLO
20185;KAZ.20185;REF.147;REF;KAZ;GLO
20186;KAZ.20186;REF.151;REF;KAZ;GLO
20187;KAZ.20187;REF.151;REF;KAZ;GLO
20188;KAZ.20188;REF.151;REF;KAZ;GLO
20189;KAZ.20189;REF.151;REF;KAZ;GLO
20190;KAZ.20190;REF.151;REF;KAZ;GLO
20191;KAZ.20191;REF.151;REF;KAZ;GLO
20192;KAZ.20192;REF.151;REF;KAZ;GLO
20193;KAZ.20193;REF.151;REF;KAZ;GLO
20194;KAZ.20194;REF.151;REF;KAZ;GLO
20195;KAZ.20195;REF.142;REF;KAZ;GLO
20196;RUS.20196;REF.142;REF;RUS;GLO
20197;RUS.20197;REF.142;REF;RUS;GLO
20198;RUS.20198;REF.142;REF;RUS;GLO
20199;RUS.20199;REF.142;REF;RUS;GLO
20200;RUS.20200;REF.142;REF;RUS;GLO
20201;RUS.20201;REF.143;REF;RUS;GLO
20202;RUS.20202;REF.143;REF;RUS;GLO
20203;RUS.20203;REF.143;REF;RUS;GLO
20204;RUS.20204;REF.143;REF;RUS;GLO
20205;RUS.20205;REF.143;REF;RUS;GLO
20206;RUS.20206;REF.143;REF;RUS;GLO
20207;RUS.20207;REF.143;REF;RUS;GLO
20208;RUS.20208;REF.143;REF;RUS;GLO
20209;RUS.20209;REF.148;REF;RUS;GLO
20210;RUS.20210;REF.148;REF;RUS;GLO
